"Үзүүлэлт","year","value"
"Ачаа эргэлт, сая тонн километр - оруулалт","2013-05",106.9
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2013-05",186.3
"Зорчигчид, мянган хүн","2013-05",324.3
"Зорчигчид, мянган хүн - олон улсад зорчсон","2013-05",14
"Зорчигчид, мянган хүн - дотоодод зорчсон","2013-05",310.3
"Зорчигч эргэлт, сая хүн километр","2013-05",124.4
"Шилжүүлсэн сая тонн километр","2013-05",1240.8
"Тээврийн орлого, сая төгрөг","2013-05",38892.7
"Тээсэн ачаа, мянган тонн","2013-II",5448.1
"Тээсэн ачаа, мянган тонн - дотоодод","2013-II",2707.2
"Тээсэн ачаа, мянган тонн - гаргалт","2013-II",1609.7
"Тээсэн ачаа, мянган тонн - оруулалт","2013-II",657.6
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2013-II",473.5
"Ачаа эргэлт, сая тонн километр","2013-II",3276.1
"Ачаа эргэлт, сая тонн километр - дотоодын","2013-II",1028.8
"Ачаа эргэлт, сая тонн километр - гаргалт","2013-II",1417.6
"Ачаа эргэлт, сая тонн километр - оруулалт","2013-II",304
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2013-II",525.6
"Зорчигчид, мянган хүн","2013-II",996.9
"Зорчигчид, мянган хүн - олон улсад зорчсон","2013-II",41.6
"Зорчигчид, мянган хүн - дотоодод зорчсон","2013-II",955.3
"Зорчигч эргэлт, сая хүн километр","2013-II",377.6
"Шилжүүлсэн сая тонн километр","2013-II",3653.7
"Тээврийн орлого, сая төгрөг","2013-II",114154.6
"Тээсэн ачаа, мянган тонн","2013-06",1880.6
"Тээсэн ачаа, мянган тонн - дотоодод","2013-06",918.5
"Тээсэн ачаа, мянган тонн - гаргалт","2013-06",578.1
"Тээсэн ачаа, мянган тонн - оруулалт","2013-06",239.6
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2013-06",144.4
"Ачаа эргэлт, сая тонн километр","2013-06",1153.7
"Ачаа эргэлт, сая тонн километр - дотоодын","2013-06",360.4
"Ачаа эргэлт, сая тонн километр - гаргалт","2013-06",520.6
"Ачаа эргэлт, сая тонн километр - оруулалт","2013-06",112.4
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2013-06",160.2
"Зорчигчид, мянган хүн","2013-06",348.5
"Зорчигчид, мянган хүн - олон улсад зорчсон","2013-06",17.2
"Зорчигчид, мянган хүн - дотоодод зорчсон","2013-06",331.3
"Зорчигч эргэлт, сая хүн километр","2013-06",132.3
"Шилжүүлсэн сая тонн километр","2013-06",1286
"Тээврийн орлого, сая төгрөг","2013-06",39585.9
"Тээсэн ачаа, мянган тонн","2013-07",1847.8
"Тээсэн ачаа, мянган тонн - дотоодод","2013-07",859.3
"Тээсэн ачаа, мянган тонн - гаргалт","2013-07",565.4
"Тээсэн ачаа, мянган тонн - оруулалт","2013-07",271.3
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2013-07",151.9
"Ачаа эргэлт, сая тонн километр","2013-07",1130.4
"Ачаа эргэлт, сая тонн километр - дотоодын","2013-07",333
"Ачаа эргэлт, сая тонн километр - гаргалт","2013-07",501.9
"Ачаа эргэлт, сая тонн километр - оруулалт","2013-07",126.9
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2013-07",168.6
"Зорчигчид, мянган хүн","2013-07",363.4
"Зорчигчид, мянган хүн - олон улсад зорчсон","2013-07",19.3
"Зорчигчид, мянган хүн - дотоодод зорчсон","2013-07",344.1
"Зорчигч эргэлт, сая хүн километр","2013-07",137.6
"Шилжүүлсэн сая тонн километр","2013-07",1268
"Тээврийн орлого, сая төгрөг","2013-07",38647.4
"Тээсэн ачаа, мянган тонн","2013-08",1767.8
"Тээсэн ачаа, мянган тонн - дотоодод","2013-08",880.5
"Тээсэн ачаа, мянган тонн - гаргалт","2013-08",521.3
"Тээсэн ачаа, мянган тонн - оруулалт","2013-08",222.7
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2013-08",143.3
"Ачаа эргэлт, сая тонн километр","2013-08",1027.3
"Ачаа эргэлт, сая тонн километр - дотоодын","2013-08",322.4
"Ачаа эргэлт, сая тонн километр - гаргалт","2013-08",442.3
"Ачаа эргэлт, сая тонн километр - оруулалт","2013-08",103.5
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2013-08",159.1
"Зорчигчид, мянган хүн","2013-08",373.6
"Зорчигчид, мянган хүн - олон улсад зорчсон","2013-08",22
"Зорчигчид, мянган хүн - дотоодод зорчсон","2013-08",351.5
"Зорчигч эргэлт, сая хүн километр","2013-08",141.5
"Шилжүүлсэн сая тонн километр","2013-08",1168.8
"Тээврийн орлого, сая төгрөг","2013-08",38256.1
"Тээсэн ачаа, мянган тонн","2013-III",5414.7
"Тээсэн ачаа, мянган тонн - дотоодод","2013-III",2646.3
"Тээсэн ачаа, мянган тонн - гаргалт","2013-III",1595.2
"Тээсэн ачаа, мянган тонн - оруулалт","2013-III",738.7
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2013-III",434.5
"Ачаа эргэлт, сая тонн километр","2013-III",3185.1
"Ачаа эргэлт, сая тонн километр - дотоодын","2013-III",975
"Ачаа эргэлт, сая тонн километр - гаргалт","2013-III",1389.7
"Ачаа эргэлт, сая тонн километр - оруулалт","2013-III",338.1
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2013-III",482.3
"Зорчигчид, мянган хүн","2013-III",1013.9
"Зорчигчид, мянган хүн - олон улсад зорчсон","2013-III",56.6
"Зорчигчид, мянган хүн - дотоодод зорчсон","2013-III",957.3
"Зорчигч эргэлт, сая хүн километр","2013-III",380.8
"Шилжүүлсэн сая тонн километр","2013-III",3565.9
"Тээврийн орлого, сая төгрөг","2013-III",112465.1
"Тээсэн ачаа, мянган тонн","2013-09",1799.1
"Тээсэн ачаа, мянган тонн - дотоодод","2013-09",906.5
"Тээсэн ачаа, мянган тонн - гаргалт","2013-09",508.5
"Тээсэн ачаа, мянган тонн - оруулалт","2013-09",244.7
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2013-09",139.3
"Ачаа эргэлт, сая тонн километр","2013-09",1027.4
"Ачаа эргэлт, сая тонн километр - дотоодын","2013-09",319.6
"Ачаа эргэлт, сая тонн километр - гаргалт","2013-09",445.5
"Ачаа эргэлт, сая тонн километр - оруулалт","2013-09",107.7
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2013-09",154.6
"Зорчигчид, мянган хүн","2013-09",276.9
"Зорчигчид, мянган хүн - олон улсад зорчсон","2013-09",15.2
"Зорчигчид, мянган хүн - дотоодод зорчсон","2013-09",261.7
"Зорчигч эргэлт, сая хүн километр","2013-09",101.6
"Шилжүүлсэн сая тонн километр","2013-09",1129.1
"Тээврийн орлого, сая төгрөг","2013-09",35561.7
"Тээсэн ачаа, мянган тонн","2013-10",1903
"Тээсэн ачаа, мянган тонн - дотоодод","2013-10",1021.7
"Тээсэн ачаа, мянган тонн - гаргалт","2013-10",524
"Тээсэн ачаа, мянган тонн - оруулалт","2013-10",225.2
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2013-10",132.2
"Ачаа эргэлт, сая тонн километр","2013-10",1060.7
"Ачаа эргэлт, сая тонн километр - дотоодын","2013-10",357.8
"Ачаа эргэлт, сая тонн километр - гаргалт","2013-10",453.3
"Ачаа эргэлт, сая тонн километр - оруулалт","2013-10",102.8
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2013-10",146.7
"Зорчигчид, мянган хүн","2013-10",293.4
"Зорчигчид, мянган хүн - олон улсад зорчсон","2013-10",17.1
"Зорчигчид, мянган хүн - дотоодод зорчсон","2013-10",276.3
"Зорчигч эргэлт, сая хүн километр","2013-10",116.5
"Шилжүүлсэн сая тонн километр","2013-10",1177.2
"Тээврийн орлого, сая төгрөг","2013-10",38441.4
"Тээсэн ачаа, мянган тонн","2013-11",1810.2
"Тээсэн ачаа, мянган тонн - дотоодод","2013-11",921.9
"Тээсэн ачаа, мянган тонн - гаргалт","2013-11",503.5
"Тээсэн ачаа, мянган тонн - оруулалт","2013-11",208.1
